tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_type,dog_breed,confidence,dog_stage,retweet_count,favorite_count,source
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,13,10,Oliver,Dog,Whippet,0.6262,None,5172,24450,Twitter for iPhone
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,12,10,Jim,Dog,Golden Retriever,0.7147,None,4335,28201,Twitter for iPhone
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,13,10,Zeke,Dog,Golden Retriever,0.4698,None,4116,24753,Twitter for iPhone
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,13,10,Ralphus,Dog,Siberian Husky,0.7004,None,3394,19200,Twitter for iPhone
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,12,10,Gerald,Dog,French Bulldog,0.995,None,3348,21068,Twitter for iPhone
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,13,10,Jeffrey,Dog,Basset,0.8217,None,5173,29244,Twitter for iPhone
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,14,10,such,Not Dog,Unknown,0.1304,None,11253,44863,Twitter for iPhone
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13,10,Canela,Dog,Pembroke,0.8092,None,17448,66716,Twitter for iPhone
887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,13,10,None,Dog,Mexican Hairless,0.3307,None,10030,32607,Twitter for iPhone
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,12,10,None,Dog,Samoyed,0.7339,None,5728,29619,Twitter for iPhone
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,13,10,Maya,Dog,Chihuahua,0.7935,None,7448,33988,Twitter for iPhone
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",13,10,Mingus,Dog,Kuvasz,0.3097,None,3134,11645,Twitter for iPhone
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13,10,Derek,Not Dog,Unknown,0.739,None,4287,21729,Twitter for iPhone
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13,10,Waffles,Dog,Pug,0.9436,None,6066,27106,Twitter for iPhone
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12,10,Jimbo,Dog,Blenheim Spaniel,0.9725,None,6521,31586,Twitter for iPhone
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13,10,Maisey,Dog,Pug,0.3693,None,6175,34858,Twitter for iPhone
885518971528720385,2017-07-13 15:19:09,I have a new hero and his name is Howard. 14/10 ,14,10,None,,,,None,3605,19802,Twitter for iPhone
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13,10,None,Dog,Malamute,0.8125,None,4217,21227,Twitter for iPhone
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12,10,Earl,Dog,Italian Greyhound,0.2599,None,17538,74910,Twitter for iPhone
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13,10,Lola,Dog,Chow,0.8221,None,5403,27013,Twitter for iPhone
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13,10,Kevin,Dog,Pug,0.5464,None,4502,23527,Twitter for iPhone
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14,10,None,Dog,Pembroke,0.9932,None,5457,26177,Twitter for iPhone
884247878851493888,2017-07-10 03:08:17,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,13,10,None,,,,None,19755,70642,Twitter for iPhone
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12,10,Noah,Dog,Doberman,0.6109,None,3314,21186,Twitter for iPhone
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",14,10,Bella,Dog,Golden Retriever,0.9431,None,9534,44485,Twitter for iPhone
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13,10,None,Dog,Golden Retriever,0.9496,None,6410,35972,Twitter for iPhone
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13,10,Rusty,Dog,Eskimo Dog,0.4668,None,3775,23168,Twitter for iPhone
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13,10,Stanley,Dog,Pembroke,0.543,None,5864,27048,Twitter for iPhone
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13,10,Alfy,Dog,Golden Retriever,0.7622,None,11171,43500,Twitter for iPhone
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13,10,Koko,Might Dog,Unknown,0.9669,None,4761,28394,Twitter for iPhone
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12,10,Rey,Dog,Weimaraner,0.2915,None,3276,23552,Twitter for iPhone
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13,10,Gary,Dog,Saluki,0.529,None,10284,49037,Twitter for iPhone
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12,10,Elliot,Not Dog,Unknown,0.4733,None,5004,22425,Twitter for iPhone
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13,10,Louis,Not Dog,Unknown,0.2518,None,2685,16508,Twitter for iPhone
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12,10,None,Dog,Pembroke,0.7914,None,3684,20616,Twitter for iPhone
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12,10,Bella,Dog,Golden Retriever,0.9133,None,6038,27625,Twitter for iPhone
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12,10,Jesse,Might Dog,Unknown,0.1043,None,4065,26176,Twitter for iPhone
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11,10,None,Dog,Miniature Pinscher,0.1203,None,4180,26776,Twitter for iPhone
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13,10,Romeo,Dog,Basset,0.8135,None,3372,21647,Twitter for iPhone
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12,10,Bailey,Dog,German Short Haired Pointer,0.4799,None,3068,22733,Twitter for iPhone
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13,10,Duddles,Dog,English Springer,0.3834,None,42717,102595,Twitter for iPhone
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12,10,Jack,Might Dog,Unknown,0.6636,None,3006,16293,Twitter for iPhone
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11,10,Steven,Not Dog,Unknown,0.3119,None,4536,21841,Twitter for iPhone
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13,10,Beau,Dog,Vizsla,0.9605,None,2599,18381,Twitter for iPhone
878604707211726852,2017-06-24 13:24:20,Martha is stunning how h*ckin dare you. 13/10 ,13,10,None,,,,None,6944,29272,Twitter for iPhone
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",13,10,Shadow,Dog,Basset,0.3204,None,1241,7506,Twitter for iPhone
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,14,10,Emmy,Dog,French Bulldog,0.8391,None,6565,40780,Twitter for iPhone
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,13,10,Aja,Dog,Chesapeake Bay Retriever,0.838,None,18431,77205,Twitter for iPhone
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12,10,Penny,Dog,Basset,0.9954,None,3670,22038,Twitter for iPhone
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",13,10,Dante,Dog,Saluki,0.51,None,5024,26571,Twitter for iPhone
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12,10,Nelly,Dog,Pembroke,0.9311,None,5404,26312,Twitter for iPhone
876537666061221889,2017-06-18 20:30:39,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,14,10,None,,,,None,4487,22851,Twitter for iPhone
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13,10,Benedict,Dog,Golden Retriever,0.8746,None,2309,18212,Twitter for iPhone
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13,10,Venti,Dog,Bernese Mountain Dog,0.5343,None,4516,27118,Twitter for iPhone
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13,10,Goose,Dog,Labrador Retriever,0.7996,None,4149,24443,Twitter for iPhone
875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,13,10,Nugget,Dog,Siberian Husky,0.245,None,4771,21301,Twitter for iPhone
875097192612077568,2017-06-14 21:06:43,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone ,13,10,None,,,,None,5862,26613,Twitter for iPhone
875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,12,10,None,Dog,West Highland White Terrier,0.7143,None,4570,24742,Twitter for iPhone
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,12,10,Cash,Dog,Labrador Retriever,0.8361,None,4499,27022,Twitter for iPhone
874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",12,10,None,Dog,Flat Coated Retriever,0.8322,None,3825,22071,Twitter for iPhone
873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",13,10,None,Dog,Newfoundland,0.6785,None,3817,23541,Twitter for iPhone
872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",13,10,None,Dog,Pug,0.9991,None,3601,14324,Twitter for iPhone
872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,13,10,Monkey,Dog,Cocker Spaniel,0.5132,None,3582,20211,Twitter for iPhone
872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,12,10,None,Dog,Pembroke,0.9319,None,8769,39633,Twitter for iPhone
872261713294495745,2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck ,13,10,Harry,Dog,Labrador Retriever,0.972,None,0,0,Twitter for iPhone
872122724285648897,2017-06-06 16:07:15,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,12,10,Kody,Might Dog,Unknown,0.8084,None,7919,33506,Twitter for iPhone
871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,13,10,Lassie,Dog,Shetland Sheepdog,0.9692,None,10853,36862,Twitter for iPhone
871032628920680449,2017-06-03 15:55:36,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",13,10,Boomer,Might Dog,Unknown,0.1196,None,3727,22131,Twitter for iPhone
870804317367881728,2017-06-03 00:48:22,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,11,10,None,Not Dog,Unknown,0.1683,None,6048,32816,Twitter for iPhone
870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",13,10,Cody,Dog,Pembroke,0.9455,None,2589,12112,Twitter for iPhone
870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,13,10,Zoey,Dog,Golden Retriever,0.841,None,25664,80868,Twitter for iPhone
870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",13,10,Rumble,Dog,Greater Swiss Mountain Dog,0.6228,None,4061,21364,Twitter for iPhone
870063196459192321,2017-05-31 23:43:25,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,14,10,Clifford,Not Dog,Unknown,0.5344,None,8166,35807,Twitter for iPhone
869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",13,10,Dewey,Dog,Pembroke,0.9801,None,9822,41527,Twitter for iPhone
869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,13,10,Stanley,Dog,Pembroke,0.9934,None,6211,27640,Twitter for iPhone
869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,13,10,Gizmo,Dog,Pembroke,0.6642,None,3715,20022,Twitter for iPhone
868880397819494401,2017-05-28 17:23:24,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,14,10,Walter,Might Dog,Unknown,0.2308,None,14196,64181,Twitter for iPhone
868622495443632128,2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,13,10,None,Dog,Labrador Retriever,0.8681,None,5203,26196,Twitter for iPhone
868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",12,10,Cooper,Dog,Whippet,0.3782,None,2051,9915,Twitter for iPhone
867900495410671616,2017-05-26 00:29:37,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",12,10,None,Dog,Labrador Retriever,0.5226,None,4110,23747,Twitter for iPhone
867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,13,10,Harold,Dog,Border Collie,0.662,None,7234,33338,Twitter for iPhone
867051520902168576,2017-05-23 16:16:06,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",13,10,None,Dog,Samoyed,0.4714,None,7742,31669,Twitter for iPhone
866720684873056260,2017-05-22 18:21:28,He was providing for his family 13/10 how dare you ,13,10,None,,,,None,4743,19710,Twitter for iPhone
866686824827068416,2017-05-22 16:06:55,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,12,10,Lili,Dog,Flat Coated Retriever,0.5147,None,3427,18950,Twitter for iPhone
866334964761202691,2017-05-21 16:48:45,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,12,10,Coco,Dog,Samoyed,0.9841,None,14221,51646,Twitter for iPhone
865718153858494464,2017-05-19 23:57:46,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",13,10,Boomer,Dog,Golden Retriever,0.6737,None,5553,25228,Twitter for iPhone
865359393868664832,2017-05-19 00:12:11,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,13,10,Sammy,Dog,Chesapeake Bay Retriever,0.8324,None,4951,26058,Twitter for iPhone
865006731092295680,2017-05-18 00:50:50,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,13,10,Nelly,Dog,Pembroke,0.9899,None,7600,27567,Twitter for iPhone
864873206498414592,2017-05-17 16:00:15,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,14,10,None,Not Dog,Unknown,0.4786,None,8626,31806,Twitter for iPhone
864279568663928832,2017-05-16 00:41:21,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,12,10,Meatball,Dog,Bull Mastiff,0.6686,None,2999,14396,Twitter for iPhone
864197398364647424,2017-05-15 19:14:50,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,13,10,Paisley,Dog,Golden Retriever,0.9459,None,8844,29681,Twitter for iPhone
863907417377173506,2017-05-15 00:02:33,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck ,13,10,Albus,Not Dog,Unknown,0.3588,None,4089,20344,Twitter for iPhone
863553081350529029,2017-05-14 00:34:33,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,13,10,Neptune,Dog,Eskimo Dog,0.4133,None,4146,15114,Twitter for iPhone
863432100342583297,2017-05-13 16:33:49,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup ,12,10,Belle,Dog,Staffordshire Bullterrier,0.6905,None,5191,23501,Twitter for iPhone
863062471531167744,2017-05-12 16:05:02,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

",13,10,Quinn,Dog,French Bulldog,0.9358,None,2419,8397,Twitter for iPhone
862831371563274240,2017-05-12 00:46:44,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ",13,10,Zooey,Dog,Australian Terrier,0.2073,None,5072,18951,Twitter for iPhone
862722525377298433,2017-05-11 17:34:13,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze ",11,10,Dave,Dog,Basset,0.3933,None,3503,16872,Twitter for iPhone
862457590147678208,2017-05-11 00:01:27,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 ",13,10,Jersey,Not Dog,Unknown,0.4963,None,4924,20268,Twitter for iPhone
862096992088072192,2017-05-10 00:08:34,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 ,13,10,None,Dog,Chow,0.6776,None,23111,73628,Twitter for iPhone
861383897657036800,2017-05-08 00:54:59,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy ,13,10,Hobbes,Dog,Cardigan,0.771,None,10649,35746,Twitter for iPhone
861288531465048066,2017-05-07 18:36:02,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 ,13,10,None,Might Dog,Unknown,0.2514,None,4138,17023,Twitter for iPhone
861005113778896900,2017-05-06 23:49:50,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af ,12,10,Burt,Dog,German Shepherd,0.508,None,3783,16557,Twitter for iPhone
860563773140209665,2017-05-05 18:36:06,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

",13,10,Lorenzo,Dog,Cardigan,0.5839,None,2151,7450,Twitter for iPhone
860524505164394496,2017-05-05 16:00:04,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup ,13,10,Carl,Dog,Bedlington Terrier,0.2866,None,5272,23407,Twitter for iPhone
860276583193509888,2017-05-04 23:34:55,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10 peaceful as h*ck ,12,10,Jordy,Not Dog,Unknown,0.3123,None,3469,18170,Twitter for iPhone
860184849394610176,2017-05-04 17:30:24,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog not, there is no try ",14,10,None,Not Dog,Unknown,0.2676,None,5846,16543,Twitter for iPhone
859924526012018688,2017-05-04 00:15:58,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl ,12,10,Milky,Might Dog,Unknown,0.1003,None,4075,19414,Twitter for iPhone
859851578198683649,2017-05-03 19:26:06,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af ,13,10,Trooper,Dog,Labrador Retriever,0.8991,None,3512,15304,Twitter for iPhone
859196978902773760,2017-05-02 00:04:57,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 ,12,10,quite,Might Dog,Unknown,0.3526,None,30243,89379,Twitter for iPhone
859074603037188101,2017-05-01 15:58:40,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohana means. 13/10 would pet ,13,10,None,Not Dog,Unknown,0.1903,None,13647,33664,Twitter for iPhone
858471635011153920,2017-04-30 00:02:42,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble ,13,10,Sophie,Dog,Pembroke,0.9874,None,4848,21398,Twitter for iPhone
858107933456039936,2017-04-28 23:57:28,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup ,12,10,Wyatt,Dog,Golden Retriever,0.8639,None,2912,15657,Twitter for iPhone
857989990357356544,2017-04-28 16:08:49,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite ,12,10,Rosie,Dog,French Bulldog,0.4326,None,2599,16061,Twitter for iPhone
857746408056729600,2017-04-28 00:00:54,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for ,13,10,Thor,Dog,Labrador Retriever,0.9198,None,10696,34144,Twitter for iPhone
857393404942143489,2017-04-27 00:38:11,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

",13,10,None,Dog,Malamute,0.8416,None,1655,5890,Twitter for iPhone
857263160327368704,2017-04-26 16:00:39,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 ,13,10,Oscar,Dog,Samoyed,0.998,None,4545,19966,Twitter for iPhone
857029823797047296,2017-04-26 00:33:27,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back ,12,10,Zeke,Dog,Golden Retriever,0.9686,None,4041,18899,Twitter for iPhone
856543823941562368,2017-04-24 16:22:16,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 ,12,10,Callie,Dog,Boston Bull,0.3069,None,2910,16252,Twitter for iPhone
856282028240666624,2017-04-23 23:01:59,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all ",14,10,Cermet,Dog,Chihuahua,0.8765,None,6393,27720,Twitter for iPhone
855857698524602368,2017-04-22 18:55:51,"HE'S LIKE ""WAIT A MINUTE I'M AN ANIMAL THIS IS AMAZING HI HUMAN I LOVE YOU AS WELL"" 13/10 ",13,10,None,,,,None,2139,11884,Twitter for iPhone
855818117272018944,2017-04-22 16:18:34,I HEARD HE TIED HIS OWN BOWTIE MARK AND HE JUST WANTS TO SAY HI AND MAYBE A NOGGIN PAT SHOW SOME RESPECT 13/10 ,13,10,None,,,,None,5509,26678,Twitter for iPhone
855459453768019968,2017-04-21 16:33:22,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective ",12,10,quite,Dog,Blenheim Spaniel,0.3895,None,8329,29965,Twitter for iPhone
854732716440526848,2017-04-19 16:25:34,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af ,12,10,Marlee,Dog,Pembroke,0.6955,None,6208,22955,Twitter for iPhone
854482394044301312,2017-04-18 23:50:52,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 ,13,10,Arya,Dog,Chihuahua,0.2602,None,6992,29459,Twitter for iPhone
854365224396361728,2017-04-18 16:05:17,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely ,13,10,Einstein,Dog,Pembroke,0.9071,None,4766,18991,Twitter for iPhone
